recipe_name,ingredients_raw,steps,love_count,url,category,total_ingredients,ingredients_cleaned,total_steps
udang balado pete,"1/2 udang (sedang)--bumbu :--1/4 cabai merah--8 buah cabai rawit setan--8 siung bawang merah--3 siung bawang putih--sedikit kunyit--sedikit jahe--sedikit lengkuas--selembar daun jeruk--penyedap rasa (gula,garam,royco)--","1) kupas kulit udang dari kepala sampai buntutnya. cuci hingga bersih.
2) cuci semua bahan bahan.
3) haluskan/uleg semua bumbu.
4) tumis bumbu yg sudah dihaluskan. masukan daun jeruk. tambahkan penyedap rasa (gula,garam,royco)
5) jika sudah tercium aroma wangi, beri air matang segelas kecil. diamkan beberapa saat.
6) masukan udang, dan aduk supaya bumbu tercampur rata. diamkan beberapa saat
7) masukan pete jika sudah matang udang nya. aduk aduk sebentar
8) selesai.",36,https://cookpad.com/id/resep/4382740-udang-balado-pete-pedas-mantap,udang,11,"udang , bumbu , cabai merah , cabai rawit setan , bawang merah , bawang putih , kunyit , jahe , lengkuas , selembar daun jeruk , penyedap gula , garam , royco",8
bakso auw,250 gr ayam dada--1 ons udang kupas--5 bj wortel parut(sy pake parut keju)--2 sdm saos tiram--daun bawang--secukupnya bawang merah goreng--1 sdt garam--1 sdt gula--1/2 sdt lada bubuk--1 btr telur--5 sdm tepung sagu--3 sdm tepung terigu(bs diganti tepung aren)--bumbu halus:--3 siung bawang merah--2 siung bawang putih--,"1) blender ayam, udang dan telur smp halus
2) tuang ke wadah berisi parutan wortel tambahkan daun bawang, bawang merah goreng, saos tiram, garam, gula, lada aduk hingga tercampur rata
3) masukkan tepung sagu, tepung terigu aduk lagi sampai tercampur
4) gunakan 2 sendok utk mencetak bakso ke dlm air mendidih hingga bakso mengapung
5) air rebusan bakso bs digunakan utk kaldu bakso tinggal beri bumbu kuahnya aja
6) bakso siap dihidangkan",36,https://cookpad.com/id/resep/3929692-bakso-auwayam-udang-wortel,udang,15,"ayam dada , udang kupas , bj wortel parut pake parut keju , saos tiram , daun bawang , bawang merah goreng , garam , gula , lada , telur , tepung sagu , tepung terigu bs diganti tepung aren , bumbu halus , bawang merah , bawang putih",6
marak sop arab,"1/2 kg daging kambing--1/2 buah nanas,jus/parut--1 1/2 batang bawang pre,potong 1cm--2 buah tomat,iris jadi 4--1 sdm bumbu gule/kari--2 bungkus kaldu(buatan sendiri)--2 tangkai seledri(aq gak pakai)--5 buah kapulaga--2 buah wortel,iris sesuai selera(aq lupa beli😀)--1 buah kentang,iris sesuai selera--1 buah bawang bombay,iris tipis--bumbu halus:--5 siung bawang putih--2 buah kemiri--2 ruas kunir--pelengkap:--bawang goreng--","1) siapkan bahan-bahan
2) balur daging dengan jus/parutan nanas, rendam 10-15menit
3) potong2 daging(bisa juga rebus daging,baru diiris,kaldu dipakai untuk bahan kuah)
4) masukkan daging kedalam tumisan bumbu,masak hingga bumbu meresap dan daging empuk tambahkan kaldu beku
5) masukkan wortel dan kentang,tambahkan air masak sampai wortel dan kentang empuk
6) tambahkan seledri,bawang pre,tomat masak sampai mendidih.angkat
7) balur daging dengan jus/parutan nanas, rendam 10-15menit
8) potong2 daging(bisa juga rebus daging,baru diiris,kaldu dipakai untuk bahan kuah)
9) tumis bumbu halus,bumbu gule,kapulaga dan bawang bombay sampai harum dan matang
10) masukkan daging kedalam tumisan bumbu,masak hingga bumbu meresap dan daging empuk tambahkan kaldu beku
11) masukkan wortel dan kentang,tambahkan air masak sampai wortel dan kentang empuk
12) tambahkan seledri,bawang pre,tomat masak sampai mendidih.angkat",36,https://cookpad.com/id/resep/3272339-marak-sop-arab,kambing,17,"daging kambing , nanas , jus parut , batang bawang pre , potong , tomat , bumbu gule kari , kaldu buatan , tangkai seledri aq , kapulaga , wortel , aq lupa , kentang , bawang bombai , tipis , bumbu halus , bawang putih , kemiri , kunir , pelengkap , bawang goreng",12
nasi ayam tim,"secukupnya nasi putih--tumisan ayam:--250 gr daging ayam, cincang--5 siung bawang putih, cincang--1/2 bawang bombay, cincang--1 sdm saus tiram--3 sdm kecap manis--1 sdt kecap asin--secukupnya garam & merica bubuk--1 sdt gula--sejumput kaldu ayam--1,5 cangkir air--1 sdm margarin--pelengkap: telur puyuh rebus--","1) tumis bawang putih & bawang bombay dengan margarin sampai harum. masukkan ayam, aduk2 sampai berubah warna, masukkan bumbu2. aduk2 sampai bumbu merata, lalu masukkan air.
2) masak sambil diaduk2 sampai matang & airnya sedikit berkurang. cicipi ya, koreksi rasa sesuai selera.
3) panaskan kukusan. siapkan mangkok tahan panas, tata daging ayam, tengahnya beri telur puyuh, lalu isi dengan nasi sampai penuh, padatkan (tekan2 pakai sendok). beri kuah tumisan ayam 2-3 sdm. kukus dengan api besar 15 menit
4) sajikan dengan sawi rebus
5) kebetulan tumisan ayamnya ada sisa, jadi bikin mie ayam aja sekalian, pake mie telor",36,https://cookpad.com/id/resep/4449347-nasi-ayam-tim,ayam,14,"nasi putih , tumisan ayam , daging ayam , cincang , bawang putih , cincang , bawang bombai , cincang , saus tiram , kecap manis , kecap asin , garam & merica bubuk , gula , sejumput kaldu ayam , cangkir air , margarin , pelengkap telur puyuh rebus",5
terik sapi solo,"500 gr hati sapi--100 ml santan kental instant--500 ml santan encer--bumbu halus :--6 bh bawang merah--4 bh bawang putih--2 btr kemiri, sangrai--1 sdt ketumbar, sangrai--2 btr asam jawa--bumbu pelengkap :--2 keping gula merah, sisir--3 lbr daun salam--1 ruas lengkuas--secukupnya garam--1 bh tomat ukuran sedang, potong 4bagian--","1) cuci bersih hati sapi lalu potong dadu agak besar ya, karna nanti bakal menyusut.
2) uleni dgn bumbu halus sampai daging agak lemas, diamkan kurleb 15menit agar bumbu meresap.
3) masukkan ke dlm panci beserta santan+bumbu pelengkap kecuali tomat. ungkep dgn api kecil sambil diaduk sesekali sampai santan menyusut dan air habis. jgn lupa koreksi rasa ya. terakhir, masukkan irisan tomat masak setengah layu.
4) note : jika terik daging belum empuk, boleh tambahkan santan encer yg sudah dipanaskan terlebih dahulu. kemudian masak kembali hingga benar2 empuk.
tp kalo yg dimasak terik hati sapi tdk perlu penambahan santan lagi karna biasanya sudah empuk..",36,https://cookpad.com/id/resep/3923846-terik-sapi-solo,sapi,15,"hati sapi , santan kental instant , santan encer , bumbu halus , bawang merah , bawang putih , kemiri , sangrai , ketumbar , sangrai , asam jawa , bumbu pelengkap , keping gula merah , sisir , daun salam , lengkuas , garam , tomat , potong",4
bakwan sayur udang,"5 sdm tepung terigu--1 sdm tepung beras--3-4 ekor udang, buang kepala, kupas badan, bersihkan, cincang--40 gram wortel, potong korek api tipis--40 gram kol, iris tipis--1 batang daun bawang, iris--1 batang seledri, iris--secukupnya air--minyak untuk menggoreng--bumbu halus :--2 butir bawang merah--2 siung bawang putih--secukupnya garam--secukupnya merica bubuk--kaldu bubuk (optional)--","1) campur semua bahan dan bumbu halus jadi satu, aduk rata.
2) koreksi rasa dan pastikan adonan tidak terlalu encer.
3) panaskan wajan, beri minyak secukupnya, ambil 1 sendok sayur adonan, lalu goreng sampai kuning keemasan. aku kebetulan sengaja mencetak dengan sendok sayur.
4) hidangkan dengan cabe, atau saus sambal, atau mayonnaise.",36,https://cookpad.com/id/resep/4425559-bakwan-sayur-udang,udang,15,"tepung terigu , tepung beras , udang , buang kepala , kupas badan , bersihkan , cincang , wortel , potong korek api tipis , kol , tipis , batang daun bawang , batang seledri , air , minyak , bumbu halus , bawang merah , bawang putih , garam , merica bubuk , kaldu bubuk",4
makaroni schotel tahu kukus,"50 gr makaroni spiral--1/2 tahu putih--2 bh sosis--1 btr telur ayam--2 bh wortel cincang--1 bh bawang bombay cincang--3 bh bawang putih cincang--1 bh daun bawang--100 ml susu sapi murni--1/2 sdt lada--1/2 sdt saos tiram--secukupnya garam, gula--secukupnya penyedap rasa ro**co sapi--secukupnya keju chedar (sy pake keju mozzarella 😀)--minyak utk menumis--","1) rebus makaroni sebentar, kasih minyak goreng biar tdk lengket
2) cincang wortel, daun bawang, bawang putih+ bombay, sosis jg.
3) tahu putih hancurkan, sisihkan
4) tumis bawang putih, bombay smp harum. tmbhkan saos tiram, gula pasir, penyedap rasa. masukkan wortel, daun bawang aduk rata. kemudian masukkan tahu putih, aduk rata
5) masukkan makaroni, aduk2. kemudian masukkan susu yg sdh dicampur telur dan lada. aduk2, test rasa
6) ambil cetakan alumunium foil, masukkan kemudian taburi keju diatasnya
7) kukus kurleb 15 menit, hidangkan dengan saos sambal",36,https://cookpad.com/id/resep/4434515-makaroni-schotel-tahu-kukus,tahu,15,"makaroni spiral , tahu putih , sosis , telur ayam , wortel cincang , bawang bombai cincang , bawang putih cincang , daun bawang , susu sapi murni , lada , saos tiram , garam , gula , penyedap ro co sapi , keju chedar pake keju mozzarella , minyak utk menumis",7
asem asem daging sapi nanas,"1/2 kg daging sapi has dalam--1 buah nanas uk sedang, dikupas, dicuci, dibelah 4, diiris2--2 l air mineral--3 biji asam jawa--3 lembar daun salam--10 buah cabe rawit merah diutuhkan--4 buah tomat hijau dibelah 4-6 tergantung besarnya--1 sdt lada putih bubuk--1/2 sdm gula palem--1 sdm kecap manis--secukupnya garam--secukupnya bawang merah goreng u/ taburan (sy lupa)--2 sdm minyak goreng utk menumis bumbu--bumbu diiris :--10 siung bawang merah diiris--5 siung bawang putih diiris--4 cm lengkuas diiris tipis/digeprek--3 buah cabe merah keriting diiris menyerong--3 buah cabe hijau keriting diiris menyerong--","1) daging sapi dicuci bersih. direbus sampai ½ matang, diiris-iris. dimasukkan lagi ke dalam panci kuah. direbus api kecil. sambil dibuang busa2 yg ada di permukaan kuah.
2) bwg2an, lengkuas, daun salam, cabe merah-hijau, dan asam jawa ditumis sampai harum dan layu. lalu dimasukkan ke panci kuah-daging.
3) daging dan bumbu direbus api sedang, ditambah cabe rawit, lada bubuk, gula palem, kecap, dan garam. ditunggu mendidih supaya bumbu matang.
4) ketika daging sudah empuk, nanas dan tomat hijau dimasukkan. dididihkan kembali. ditest rasa. api dimatikan. disajikan.",36,https://cookpad.com/id/resep/3936961-asem-asem-daging-sapi-nanas,sapi,19,"daging sapi has , nanas , dikupas , dibelah , diiris , air mineral , asam jawa , daun salam , cabe rawit merah diutuhkan , tomat hijau dibelah besarnya , lada , gula palem , kecap manis , garam , bawang merah goreng u taburan lupa , minyak goreng utk menumis bumbu , bumbu diiris , bawang merah diiris , bawang putih diiris , lengkuas diiris tipis digeprek , cabe merah keriting diiris menyerong , cabe hijau keriting diiris menyerong",4
sup daging sosis sapi,"2 buah wortel ukrn besar, potong serong--1 buah kentang ukrn besar, potong kotak""--6 buah buncis, potong""--1/4 buah kol putih, potong""--1 batang daun bawang & seledri, iris halus--150 gram daging sapi/tetelan, potong sesuai selera--1 buah sosis sapi, potong bulat--1,5 liter air--2 sdt kaldu bubuk--secukupnya garam--bumbu halus :--5 siung bawang merah--3 siung bawang putih--1 sdt lada butiran--1/2 buah tomat merah--1 sdm minyak goreng utk menumis--","1) masak air dalam panci, tunggu hingga mendidih
2) sambil menunggu air mendidih, panaskan minyak goreng, lalu tumis bumbu halus hingga harum, setelah itu masukan potongan daging sapi, tumis hingga berubah warna, lalu masukan kedalam air dan tunggu hingga mendidih
3) setelah mendidih, masukan potongan wortel, buncis, dan kentang, masak hingga sayuran setengah matang dan daging empuk
4) setelah itu, masukan sosis sapi, garam, dan kaldu bubuk, cek rasa, jika sdh pas masak hingga sayuran matang
5) setelah sayuran matang, masukan potongan kol, daun bawang dan seledri, aduk rata sebentar, lalu matikan api dan sajikan sayur dengan irisan bawang goreng",36,https://cookpad.com/id/resep/3536037-sup-daging-sosis-sapi,sapi,16,"wortel ukrn , potong serong , kentang ukrn , potong kotak '' , buncis , potong '' , kol putih , potong '' , batang daun bawang & seledri , halus , daging sapi tetelan , potong , sosis sapi , potong bulat , air , kaldu bubuk , garam , bumbu halus , bawang merah , bawang putih , lada butiran , tomat merah , minyak goreng utk menumis",5
pepes tahu,"3 biji tahu putih--2 batang daun bawang+sledri--4 buah bawang merah--2 siung bawang putih--1 buah cabe merah--1 buah cabe ijo--1 butir telor ayam--1/2 sdt lada bubuk--2 lembar daun pisang--1/2 sdt garam, 1/2 sdt penyedap, 1 sdt gula, 1 bungkus masako--","1) cuci tahu nya kemudin tumbuk halus lalu peras sampe tdk kluar air lg,
2) iris tipis smua bahan sayurannya sprti bawang merah, putih, cabe, daun bawang kemudian campurkan smua sayuran td bersama telornya jg jgn lupa garam, penyedap, gula, lada, masako aduk hingga trcmpur rata kemudian bungkus dgn daun pisang bentuk sprti pd gambar lanjutkan smpe abis stelah itu tuangkan 5 sdm minyak pd sajan goreng dgn api kecil bolak balik pepesannya stelah daunnya berubah warna kecoklatan /hmpir gosong itu tandanya udah matang.",36,https://cookpad.com/id/resep/4418675-pepes-tahu,tahu,10,"biji tahu putih , batang daun bawang+sledri , bawang merah , bawang putih , cabe merah , cabe ijo , telor ayam , lada , daun pisang , garam , penyedap , gula , masako",2
oseng pare telur,"2 pare--1 telur--3 sdm minyak--1 bawang putih, iris--3 bawang merah, iris--2 cabe kriting, iris--100 ml air--secukupnya lada bubuk--secukupnya garam dan kaldu bubuk--sejumput gula pasir--","1) note: belah 2 pare, buang bijinya dan kerok bagian putihnya dgn sendok, potong potong, lalu beri 1 sdt garam remas remas hingga keluar getah nya, lalu cuci hingga bersih
2) panaskan minyak, oseng bawang merah, bawang putih dan cabe hingga wangi
3) masukan telur, sramble lalu masukan pare dan air lalu bumbui, cek rasa
4) biarkan matang and ready to serve now",36,https://cookpad.com/id/resep/4048374-oseng-pare-telur,telur,10,"pare , telur , minyak , bawang putih , bawang merah , cabe kriting , air , lada , garam kaldu bubuk , sejumput gula pasir",4
telor tahu balado,4 butir telor--2 papan tahu (potong 4 bag)--bumbu halus :--8 siung bawang merah--4 siung bawang putih--1 bh tomat--6 buah  cabe merah keriting--8 buah cabe rawit merah--1/2 sdt garam--1 sdt gula--,"1) rebus telor, kupas lalu goreng sampe kecoklatan.
2) goreng setengah matang tahu, tiriskan
3) tumis bumbu halus sampe harum, tambahkan sedikit air. masukkan tahu+telor. tunggu sampe air menyusut.",35,https://cookpad.com/id/resep/4005648-telor-tahu-balado,telur,10,"telor , papan tahu potong bag , bumbu halus , bawang merah , bawang putih , tomat , cabe merah keriting , cabe rawit merah , garam , gula",3
kikil sapi saus tiram pedas,250 gr kikil sapi--3 sdm saus tiram--1 sdm saus tomat--2 sdm kecap manis--kaldu bubuk--merica--🌀 bumbu serba iris 🌀--2 siung bawang putih--1 siung bawang bombay--3 buah cabe gendot--3 buah cabe rawit--4 buah cabe keriting--1 buah tomat--6 lbr daun jeruk--1 ruas jahe--,"1) cuci dan rebus kikil sampai matang, potong dadu, sisihkan
2) tumis bawang putih sampai harum, disusul bawang bombay jahe, daun jeruk masak sampai harum,kemudian tambahkan trio cabe dan terakhir tomat,
3) masukkan kikil dan bumbu lainnya, koreksi rasa, masak sampai bumbu meresap, angkat, sajikan",35,https://cookpad.com/id/resep/3682551-kikil-sapi-saus-tiram-pedas,sapi,15,"kikil sapi , saus tiram , saus tomat , kecap manis , kaldu bubuk , merica , bumbu serba , bawang putih , bawang bombai , cabe gendot , cabe rawit , cabe keriting , tomat , daun jeruk , jahe",5
kukus telor tahu pedas,1 telor--2 tahu kuning besar--bumbu--daun bawang--2 bawang merah--2 bawang putih--1/2 bawang bombai--2 cabe kriting--3 cabe gendut--4 cabe rawit--garam--gula pasir--penyedap rasa--,"1) haluskan tahu... aduk dengan telor...
2) potong"" bumbu dan campurkan dengan tahu dan telor tadi.. aduk rata...
3) kemudian kukus sampai matang...",35,https://cookpad.com/id/resep/3885758-kukus-telor-tahu-pedas-%f0%9f%8d%bd,telur,13,"telor , tahu kuning , bumbu , daun bawang , bawang merah , bawang putih , bawang bombai , cabe kriting , cabe gendut , cabe rawit , garam , gula pasir , penyedap",3
sayap goreng bumbu ngo hiang,1 kg sayap ayam bagian drum stick--2 sdm air jeruk nipis / lemon--1 sdt garam--1 sdm bumbu ngo hiang--3 tetes suclarose/stevia drop (boleh skip)--,"1) cuci sayap ayam, lalu dalam satu wadah masukkan sayap ayam beserta seluruh bumbu diatas, remas2
2) simpan dalam kulkas semalaman hingga bumbu meresap
3) goreng sayap ayam dengan minyak panas dan banyak hingga matang, sajikan",35,https://cookpad.com/id/resep/4464881-sayap-goreng-bumbu-ngo-hiang,ayam,5,"sayap ayam drum stick , air jeruk nipis lemon , garam , bumbu ngo hiang , tetes suclarose stevia drop",3
tumis kacang panjang tempe,250 gram kacang panjang--150 gram tempe--2 butir cabe rawit merah besar--2 siung bawang merah--2 siung bawang putih--secukupnya garam--secukupnya penyedap rasa--,"1) potong kacang panjang sepanjang kurleb 4 cm (sesuai selera) dan potong dadu tempe.
2) iris cabe dan duo bawang. kemudian ditumis sampai harum.
3) masukkan kacang panjang dan tempe.
4) tambahkan garam dan penyedap rasa.
5) jika sudah matang, cicipi. jika dirasa sudah pas, lalu angkat.",35,https://cookpad.com/id/resep/4421870-tumis-kacang-panjang-tempe,tempe,7,"kacang panjang , tempe , cabe rawit merah , bawang merah , bawang putih , garam , penyedap",5
semur daging,1 kg daging sapi--300 ml santan (bisa pakai kara + air)--350 ml air--bumbu halus:--8 siung bawang merah--8 siung bawang putih--5 buah kemiri--bumbu pelengkap:--2 cm lengkuas (geprek)--2 cm jahe (geprek)--3 batang sereh (geprek)--3 daun salam--1/4 buah pala--1 sachet merica bubuk (saya ladaku)--1 sachet kecap bango uk. 30 ml--1 sdm penyedap (saya royco)--1 sdm gula pasir--secukupnya garam--,"1) potong tipis2 daging.
2) uleg halus bawang putih dan kemiri. tambahkan irisan bawang merah. uleg kasar bawang merah
3) tumis bumbu halus, daun salam, lengkuas, dan jahe sampai bumbu berubah warna.
4) masukkan daging. tumis hingga warna merah daging berkurang.
5) masukkan santan dan air. tambahkan bumbu pelengkap lain nya. ungkep hingga air menyusut. (di proses ini jangan terlalu asin dulu ya moms. dirasakan lagi saat nanti air sudah menyusut)
6) check rasa akhir saat air menyusut.
7) hidangkan.",35,https://cookpad.com/id/resep/3464603-semur-daging-gurih-daging-sapi,sapi,18,"daging sapi , santan kara + air , air , bumbu halus , bawang merah , bawang putih , kemiri , bumbu pelengkap , lengkuas , jahe , serai geprek , daun salam , pala , merica bubuk ladaku , kecap bango , penyedap royco , gula pasir , garam",7
tahu telur puyuh saos teriyaki,10 butir telur puyuh rebus--3 buah tahu potong sesuai selera--2 siung bawang putih--1/4 siung bawang bombay--1/2 sdt merica bubuk--1 buah cabai merah--2 buah cabai hijau--1 sdm kecap manis--1/2 sdm saos teriyaki--secukupnya gula pasir dan garam--secukupnya minyak--secukupnya air--,"1) cincang bawang putih dan bawang bombay. tumis hingga harum. masukkan semua cabai yg sdh diiris, tunggu hingga layu
2) masukkan tahu dan telur puyuh. tambahkan air saos teriyaki,kecap manis, merica bubuk, gula,dan garam.
3) masak hingga air menyusut dan bumbu meresap. koreksi rasa",35,https://cookpad.com/id/resep/4270880-tahu-telur-puyuh-saos-teriyaki,tahu,12,"telur puyuh rebus , tahu potong , bawang putih , bawang bombai , merica bubuk , cabai merah , cabai hijau , kecap manis , saos teriyaki , gula pasir garam , minyak , air",3
sate padang lontong,500 gr daging--2 sendok sayur kecil minyak untuk menumis--bumbu merebus daging:--3 lembar daun salam--3 cm lengkuas geprek--3 liter air--pelengkap tumisan:--7 lembar daun jeruk--1 tangkai serai geprek--2 lembar daun salam--1 lembar daun kunyit--bumbu halus:--75 gr bawang merah--50 gr bawang putih--100 gr cabe--80 gr jahe--80 gr lengkuas--80 gr kunyit--2 sdm bumbu pemasak kambing--1 sdm ketumbar bubuk--secukupnya garam--bumbu kasar di ayak:--1/4 sdt adas--1 butir pala--1 sdt jintan--1 sdt merica--2 bunga lawang--7 butir kapulaga--7 butir cengkeh--bahan tambahan:--200 gr tepung beras--lontong:--3 kaleng susu beras pulen--2550 ml air--1 sdt garam--secukupnya daun pisang--pelengkap:--kerupuk jange(kerupuk kulit)/keripik singkong balado dll--,"1) rebus daging,daun salam & lengkuas hingga daging setengah empuk dan darah habis.potong-potong dadu.sisihkan.sisa air rebusan untuk membuat kuah
2) giling bumbu kering hingga halus kemudian ayak
3) blender bumbu halus & bumbu kasar yang sudah di ayak dengan 2 sendok sayur kecil air rebusan daging agar blenderan jalannya lancar
4) tumis bumbu yang sudah di blender tadi dengan minyak 2 sendok sayur masukan serai,daun jeruk & daun salam tumis hingga bumbu matang.bagi bumbu jadi 2
5) tumis setengah bumbu tadi dengan daging yang sudah di potong-potong dadu beri air secukupnya rebus hingga daging empuk & bumbu meresap di tutup agar cepat matang
6) angkat daging setelah dingin tusuk dengan tusuk sate sebelum di bakar lumuri daging dengan sisa bumbu rebusan tadi bakar sebentar aja
7) kuah:rebus air sisa rebusan daging dengan setengah sisa bumbu hingga mendidih.masukan tepung beras yang sudah di larutkan dengan sedikit air.tuang pelan-pelan sambil terus di aduk agar tidak menggumpal.masak hingga kuah mengental & meletup-letup
8) lontong: jemur daun hingga layu/dengan panas api kompor bila tidak ada matahari agar daun tidak sobek saat di lipat
9) cuci beras hingga bersih masukan air & garam masak dengan api kecil
10) tutup panci jangan di buka sampai mendidih.kalau sudah mendidih tutup panci renggangkan sedikit sampai air mengering tidak boleh di aduk
11) angkat lalu tumbuk-tumbuk dengan sendok kayu sampai halus
12) lalu bungkus dengan daun kukus selama 1 jam
13) nb:bila tidak ada daun simpan adonan bubur lontong di loyang/wadah apa aja kemudian tekan-tekan agar padat setelah dingin akan menyerupai lontong tutup atasnya agar tidak kering
14) sate siap di nikmati dengan lontong & keripik singkong balado",35,https://cookpad.com/id/resep/3295842-sate-padang-lontong-kitaberbagi,kambing,38,"daging , sayur minyak menumis , bumbu merebus daging , daun salam , lengkuas , air , pelengkap tumisan , daun jeruk , serai , daun salam , daun kunyit , bumbu halus , bawang merah , bawang putih , cabe , jahe , lengkuas , kunyit , bumbu pemasak kambing , biji ketumbar , garam , bumbu kasar ayak , adas , pala , jinten , merica , bunga lawang , kapulaga , cengkeh , tambahan , tepung beras , lontong , kaleng susu beras pulen , air , garam , daun pisang , pelengkap , kerupuk jange kerupuk kulit keripik singkong balado dll",14
beef steak with black pepper sauce,500 grm daging sapi--2 sdm nanas halus--1 sdt bubuk lada hitam--sauce black pepper:--1 bawang bombay ukrn kecl--2 siung bawang putih--50 gram jamur kancing (me jamur tiram)--1 sdt lada hitam tumbuk kasar--1/2 sdt lada hitam halus--3 sdm terigu--1 sdm maizena--200 ml air--1 sdt kecap asin--1 sdm saus tiram--1 sdt garam--3 sdm minyak sayur--,"1) potok daging sapi kurleb keteblan 1 cm, siapkan piring beri nanas dan lada lalu baluri sdkit kedaging dan pkul2 daging.
2) diamkam kurleb 5 mnit, (jngn klamaan biar dagingnya ga hncur). lalu bkar dipemanggangan diatas kompor.
3) untuk sauce nya: cincang bawang bombay dan bawang putih tumis hingga layu lalu masukkan jamur dan lada hitam aduk2 diamkan hingga jamur mtang kemudian masukkan saus tiram san kecap asin aduk2.
4) siapkn air beri terigu dan maizena aduk hingga larut kemudian masukkan kedalam tumisan aduk2 hingga kental. matikan kompor.
5) steak siap disntap",35,https://cookpad.com/id/resep/3918547-beef-steak-with-black-pepper-sauce,sapi,16,"daging sapi , nanas halus , bubuk lada hitam , sauce black pepper , bawang bombai ukrn kecl , bawang putih , jamur kancing me jamur tiram , lada hitam tumbuk kasar , lada hitam halus , terigu , maizena , air , kecap asin , saus tiram , garam , minyak sayur",5
perkedel kentang goreng corned beef,1 kg kentang--1 corned beef yang sachet--bumbu nya:--5 siung bawang putih--5 siung bawang merah--secukupnya garam--1 sachet penyedap rasa (royco)--2 batang daun bawang cincang kasar--2 batang daun seledri cincang kasar--2 telur ayam--,"1) kupas kentang, potong bentuk pipih lalu d goreng hingga matang dan haluskan,
2) untuk buat bumbunya, bawang putih dan bawang merah di tumbuk kasar lalu tumis hingga harum
3) campur kan bumbu yang d tumis td dengan adonan kentang,corned, daun bawang, daun seledri.. penyedap rasa dan garam ny jg...
4) jangan lupa campurkan telur ny, (untuk telur d pisah kuning ny untuk adonan dan putih ny untuk kulit perkedel nya..
5) bentuk adonan menjadi pipih lalu d masukkan kedalam kocokan telur putih ny
6) setelah itu goreng hingga warnanya kecoklatan, jika sudah matang sajikan...",35,https://cookpad.com/id/resep/3912587-perkedel-kentang-goreng-corned-beef,sapi,10,"kentang , corned beef , bumbu nya , bawang putih , bawang merah , garam , penyedap royco , batang daun bawang cincang kasar , batang daun seledri cincang kasar , telur ayam",6
pepes patin,1/2 kg ikan patin--daun kemangi--lengkuas (seukuran jempol) digeprek--daun salam--2 buah serai digeprek--garam--gula--secukupnya cabai rawit--secukupnya air--bumbu halus :--10 bh cabai merah--6 bh bawang merah--4 bh bawang putih--3 btr kemiri--1 bh tomat merah--1 ruas jari jahe--1 ruas jari kunyit--,"1) bersihkan ikan, ulek bumbu yang dihaluskan
2) masukkan daun salam, serai, lengkuas, ikan dan bumbu yang telah dihaluskan kedalam teflon
3) beri air secukupnya, tambahkan gula dan garam
4) masak hingga air menyusut sambil beberapa kali ikan dibalik
5) masukkan daun kemangi, cabai rawit, koreksi rasa dan pepes siap disajikan",35,https://cookpad.com/id/resep/4068091-pepes-patin-tanpa-dikukus-pakai-daun,ikan,17,"ikan patin , daun kemangi , lengkuas seukuran jempol digeprek , daun salam , serai digeprek , garam , gula , cabai rawit , air , bumbu halus , cabai merah , bawang merah , bawang putih , kemiri , tomat merah , jahe , kunyit",5
oreg tempe pedas manis,1 buah tempe ukuran sedang--2 siung bawang merah--1 siung bawang putih--20 buah cabe rawit--sejumput garam--sejumput gula--secukupnya saus tiram--secukupnya kecap manis (aku pakai bango)--secukupnya penyedap rasa (aku pakai royko)--,"1) potong tempe berbentuk balok kecil atau sesuai selera
2) iris cabe rawit, bawang merah dan bawang putih (kalo aku geprek dulu sebelum diiris)
3) goreng tempe yang sudah dipotong sampai setengah mateng, lalu tiriskan
4) goreng dengan api kecil irisan bawang dan cabe, tambahkan saus tiram, gula, garam, penyedap rasa, tes rasa
5) tambahkan tempe, dan kecap manis, tes rasa
6) selesai dan segera sajikan selagi panas
7) terimakasih dan semoga bermanfaat",35,https://cookpad.com/id/resep/4067461-oreg-tempe-pedas-manis,tempe,9,"tempe , bawang merah , bawang putih , cabe rawit , sejumput garam , sejumput gula , saus tiram , kecap manis bango , penyedap royko",7
sarden kaleng,1 kaleng kecil sarden abc--3 ruas bawang putih--2 ruas bawang merah--1/4 sendok makan garam--minyak goreng--sedikit gula pasir--,"1) potong bawang merah dan bawang putih
2) panas kan minyak goreng. tumis bumbu tambahkan garam
3) setelah bumbu matang (warna agak ke choklatan) masukan sarden kaleng abc. tambahkan gula dan sedikit air
4) tunggu sampai mendidih dan kering. sarden siap dihidangkan.",35,https://cookpad.com/id/resep/4056274-sarden-kaleng-simple,ikan,6,"kaleng sarden abc , bawang putih , bawang merah , garam , minyak goreng , gula pasir",4
